web-scraper-order,web-scraper-start-url,authors,authors-href,author_name,article_link,number_posts,bio
"1635889272-1193","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ferran-suay/","https://quillette.com/author/ferran-suay/","Ferran Suay","","1 Post","Ferran Suay is a Professor in the Department of Psychobiology at the University of València."
"1635892331-1562","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/robin-ashenden/","https://quillette.com/author/robin-ashenden/","Robin Ashenden","","5 Posts","null"
"1635889091-1166","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/craig-smith/","https://quillette.com/author/craig-smith/","Craig Smith","","1 Post","null"
"1635888859-1133","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/chris-ferguson/","https://quillette.com/author/chris-ferguson/","Christopher J. Ferguson","","10 Posts","null"
"1635894696-1797","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/evan-balkcom/","https://quillette.com/author/evan-balkcom/","Evan Balkcom","","","Evan Balkcom is originally from the US and currently a PhD candidate in psychology and science communication at the University of Otago in Dunedin, New Zealand."
"1635891097-1422","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/mikael-jalving/","https://quillette.com/author/mikael-jalving/","Mikael Jalving","","1 Post","null"
"1635890197-1316","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matthew-wardour/","https://quillette.com/author/matthew-wardour/","Matthew Wardour","","1 Post","null"
"1635892587-1587","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/sam-ashworth-hayes/","https://quillette.com/author/sam-ashworth-hayes/","Sam Ashworth-Hayes","","4 Posts","null"
"1635888110-1057","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/niranjan/","https://quillette.com/author/niranjan/","Niranjan Shankar","","","Niranjan Shankar graduated from Princeton with a degree in Computer Science, and currently works as a software engineer. His other interests include foreign policy, history, and health and fitness."
"1635899166-2027","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/christian-watson/","https://quillette.com/author/christian-watson/","Kenny Xu and Christian Watson","","1 Post","Kenny Xu is president of Color Us United. 

Christian Watson is a spokesman for Color Us United, and the host of Pensive Politics with Christian Watson."
"1635887372-1037","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/amy-eileen-hamm/","https://quillette.com/author/amy-eileen-hamm/","Amy Eileen Hamm","","3 Posts","null"
"1635889987-1293","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/marie-favereau/","https://quillette.com/author/marie-favereau/","Marie Favereau","","1 Post","null"
"1635893166-1645","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/stephen-messenger/","https://quillette.com/author/stephen-messenger/","Stephen Messenger","","1 Post","null"
"1635898805-1978","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jonathan-haber/","https://quillette.com/author/jonathan-haber/","Jonathan Haber","","","Jonathan Haber is an educational researcher and consultant specializing in assessment, online learning and critical-thinking education."
"1635893771-1691","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/timo-ehrig-and-nicolai-j-foss/","https://quillette.com/author/timo-ehrig-and-nicolai-j-foss/","Timo Ehrig and Nicolai J. Foss","","1 Post","null"
"1635892877-1615","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/scotty-jenkins/","https://quillette.com/author/scotty-jenkins/","Scotty Jenkins","","1 Post","null"
"1635891809-1506","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/philip-backman/","https://quillette.com/author/philip-backman/","Philip Backman","","1 Post","null"
"1635889726-1256","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/bella-d-abrera/","https://quillette.com/author/bella-d-abrera/","Bella d'Abrera","","1 Post","Dr Bella d’Abrera is the Director, Foundations of Western Civilisation Program at the Institute of Public Affairs."
"1635897016-1882","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/irshad-manji/","https://quillette.com/author/irshad-manji/","Irshad Manji","","","null"
"1635894664-1794","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/erin-perse/","https://quillette.com/author/erin-perse/","Erin Perse","","1 Post","Erin Perse writes blogs at Wild Woman Writing Club, and tweets at @wwwritingclub."
"1635898899-1989","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jorge-c-carrasco/","https://quillette.com/author/jorge-c-carrasco/","Jorge C. Carrasco","","4 Posts","Jorge C. Carrasco is a Cuban journalist and writer. His work has appeared in many outlets, including Foreign Policy, the Spectator, the National Interest, and Época."
"1635891678-1491","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/paul-smith/","https://quillette.com/author/paul-smith/","Paul Smith","","1 Post","Paul Smith, is an Associate Professor in French and Francophone Studies, at the University of Nottingham."
"1635890407-1340","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/michael-mcconkey/","https://quillette.com/author/michael-mcconkey/","Michael McConkey","","1 Post","Michael McConkey, an independent scholar with a Ph.D. in communications from McGill University, recently completed his book, Not for the Common Good: Evolution and Human Communications and is host of"
"1635889906-1282","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jonathon-p-sine/","https://quillette.com/author/jonathon-p-sine/","Jonathon P. Sine","","1 Post","null"
"1635889968-1290","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lauren-knott/","https://quillette.com/author/lauren-knott/","Lauren Knott","","1 Post","Lauren Knott is a Senior Lecturer in Psychology, City, University of London."
"1635895400-1818","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/gearoid-murphy/","https://quillette.com/author/gearoid-murphy/","Gearóid Murphy","","","Gearóid Murphy is a writer from Ireland. Follow him on Twitter @gearoidmurphy_"
"1635892150-1544","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/rob-henderson/","https://quillette.com/author/rob-henderson/","Rob Henderson","","4 Posts","null"
"1635896928-1873","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/nicole/","https://quillette.com/author/nicole/","David Bernstein, Nicole Levitt, and Daniel Newman","","1 Post","null"
"1635896460-1844","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/greg-ashman/","https://quillette.com/author/greg-ashman/","Greg Ashman","","","Greg Ashman is a teacher and head of research at an independent school in Victoria, Australia and a PhD candidate. He is a podcaster and a prolific blogger and has written two books on teaching."
"1635899201-2031","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/kirio-birks/","https://quillette.com/author/kirio-birks/","Kirio Birks","","","Kirio Birks is a postgraduate student with B.A. in Philosophy and is studying for a Master of Health Sciences endorsed in Bioethics. You can follow him on Twitter @kiriobirks"
"1635898851-1985","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jonathan-reid-surovell/","https://quillette.com/author/jonathan-reid-surovell/","Jonathan Reid Surovell","","","Jonathan Reid Surovell is a lecturer in philosophy at Texas State University, San Marcos."
"1635890114-1307","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matthew-lichtash/","https://quillette.com/author/matthew-lichtash/","Matthew Lichtash","","1 Post","Matt Lichtash is an environmental consultant, blogger, and communicator. Through his work, Matt seeks to promote common ground on issues that can reduce environmental pollution. Matt also created the"
"1635891868-1513","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/piers-benn/","https://quillette.com/author/piers-benn/","Piers Benn","","2 Posts","null"
"1635889016-1154","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/colin-turfus/","https://quillette.com/author/colin-turfus/","Colin Turfus","","2 Posts","null"
"1635888884-1137","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/christos-a-makridis/","https://quillette.com/author/christos-a-makridis/","Christos A. Makridis","","1 Post","null"
"1635895317-1814","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/g-thomas-burgess/","https://quillette.com/author/g-thomas-burgess/","G. Thomas Burgess","","1 Post","G. Thomas Burgess is an associate professor of African History at the US Naval Academy in Annapolis Maryland. He may be contacted at gthomasburgess@gmail.com."
"1635902220-2111","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/michael-shellenberger/","https://quillette.com/author/michael-shellenberger/","Michael Shellenberger","","","Michael Shellenberger is president of Environmental Progress, an independent research and policy organization, and is the author of Apocalypse Never, and San Fransicko."
"1635894409-1765","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/william-edwards/","https://quillette.com/author/william-edwards/","William Tomos Edwards","","2 Posts","null"
"1635895549-1832","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/giancarlo-sopo/","https://quillette.com/author/giancarlo-sopo/","Giancarlo Sopo","","1 Post","Giancarlo Sopo is a Miami-based public affairs consultant specializing in Latin America."
"1635888051-1052","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/andrew-torba/","https://quillette.com/author/andrew-torba/","Andrew Torba","","1 Post","null"
"1635895357-1816","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/gadi-taub/","https://quillette.com/author/gadi-taub/","Gadi Taub","","1 Post","Gadi Taub is an Israeli historian, author, and columnist in Haaretz. He is a Senior Lecturer in the School of Public Policy and the Department of Communications at The Hebrew University of Jerusalem."
"1635895309-1813","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/g-gavin-collins/","https://quillette.com/author/g-gavin-collins/","G. Gavin Collins","","","G. Gavin Collins is a professional based in London. He is interested in the intersection of literature, philosophy, and current events. You can follow him on Twitter @GGavinCollins."
"1635892894-1617","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/sean-mcmeekin/","https://quillette.com/author/sean-mcmeekin/","Sean McMeekin","","1 Post","null"
"1635889913-1283","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jonny-anomaly-and-hrishikesh-joshi/","https://quillette.com/author/jonny-anomaly-and-hrishikesh-joshi/","Jonny Anomaly and Hrishikesh Joshi","","","Hrishikesh Joshi earned his PhD at Princeton University and will be a Postdoctoral Fellow at the University of Michigan, Ann Arbor beginning in Fall 2017. Follow him on Twitter @RoundSqrCupola

Jon"
"1635888601-1123","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/christian-alejandro-gonzalez/","https://quillette.com/author/christian-alejandro-gonzalez/","Christian Alejandro Gonzalez","","4 Posts","null"
"1635890024-1298","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/mathieu-vaillancourt/","https://quillette.com/author/mathieu-vaillancourt/","Mathieu Vaillancourt","","1 Post","Mathieu Vaillancourt is a writer and policy analyst with a degree in International Development."
"1635901015-2074","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lucy-kross-wallace/","https://quillette.com/author/lucy-kross-wallace/","Lucy Kross Wallace","","2 Posts","Lucy Kross Wallace is an undergraduate at Stanford University. She is the author of the Quillette article My Brief Spell as an Activist, published in October 2020."
"1635898831-1982","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/frederick/","https://quillette.com/author/frederick/","Frederick R. Prete","","","Frederick R. Prete is on the Biology faculty at Northeastern Illinois University. He studies the neurobiology of vision, and the use of haptics in mobility aids for children with visual impairments."
"1635891305-1447","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/nick-cohen/","https://quillette.com/author/nick-cohen/","Nick Cohen","","1 Post","null"
"1635900996-2071","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/rumy-hasan/","https://quillette.com/author/rumy-hasan/","Rumy Hasan","","8 Posts","Rumy Hasan is a senior lecturer at the University of Sussex and Visiting Professorial Research Fellow at the Civitas Think tank."
"1635894117-1733","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/david-evanier/","https://quillette.com/author/david-evanier/","David Evanier","","","David Evanier is the author of Woody: The Biography (St. Martin’s Press). He is the author of 10 books, the former senior editor of the Paris Review, and a recipient of the Aga Khan Fiction Prize."
"1635892173-1546","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/robert-cherry/","https://quillette.com/author/robert-cherry/","Robert Cherry","","4 Posts","null"
"1635890735-1378","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/brian-russell-graham/","https://quillette.com/author/brian-russell-graham/","Brian Russell Graham","","3 Posts","Brian Russell Graham is an associate professor of literature, media and culture at Aalborg University in Denmark."
"1635889630-1243","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/naomi-schaefer-riley/","https://quillette.com/author/naomi-schaefer-riley/","Naomi Schaefer Riley","","","Naomi Schaefer Riley is a senior fellow at the AEI and the author of No Way to Treat a Child: How the Foster Care System, Family Courts, and Racial Activists Are Wrecking Young Lives."
"1635892214-1550","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/robert-frodeman/","https://quillette.com/author/robert-frodeman/","Robert Frodeman","","1 Post","null"
"1635889623-1242","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/kathrine-jebsen-moore/","https://quillette.com/author/kathrine-jebsen-moore/","Kathrine Jebsen Moore","","","Kathrine Jebsen Moore grew up in Norway, studied Media and Print Journalism in London, and worked at Bloomberg News until 2009. She is a freelance writer and avid knitter."
"1635899221-2034","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/kristijan-fidanovski/","https://quillette.com/author/kristijan-fidanovski/","Kristijan Fidanovski","","","Kristijan Fidanovski holds a Master’s Degree in Politics and East European Studies from Georgetown University. He has written for New Eastern Europe and the New Federalist."
"1635896497-1849","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/hai-di-nguyen/","https://quillette.com/author/hai-di-nguyen/","Hai Di Nguyen","","","Hai Di Nguyen blogs at The Little White Attic, and tweets at @nguyenhdi."
"1635891543-1475","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/oliver-whiskard/","https://quillette.com/author/oliver-whiskard/","Oliver Whiskard","","1 Post","null"
"1635890983-1407","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/daniel-james-sharp/","https://quillette.com/author/daniel-james-sharp/","Daniel James Sharp","","","Daniel James Sharp is a writer and a student at the University of Edinburgh. He is president of the university’s Atheist, Humanist, and Secularist Society, and Political Editor of The Broad."
"1635898613-1951","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/vivek/","https://quillette.com/author/vivek/","Vivek Ramaswamy","","","Vivek Ramaswamy is the founder of Roivant Sciences, and the author of Woke, Inc."
"1635901308-2098","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/maria-kouloglou/","https://quillette.com/author/maria-kouloglou/","Maria Kouloglou","","","Maria Kouloglou is a sociology student interested in women’s and men’s rights."
"1635898692-1963","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/johan-wennstrom/","https://quillette.com/author/johan-wennstrom/","Johan Wennström","","","Johan Wennström, PhD (Political Science), works at the Research Institute of Industrial Economics in Stockholm. You can follow him on Twitter at @johanwennstrom."
"1635890656-1368","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/brayden-whitlock-and-kyle-whitlock/","https://quillette.com/author/brayden-whitlock-and-kyle-whitlock/","Brayden Whitlock and Kyle Whitlock","","1 Post","Brayden Whitlock is a student in the Faculties of Law and Medicine at the University of Alberta. Kyle Whitlock is a student in the Faculties of Science and Law at the University of Alberta."
"1635901228-2087","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matthew-steiner/","https://quillette.com/author/matthew-steiner/","M.T. Steiner","","","M.T.  Steiner is a congressional staffer based in Washington, DC. He previously spent a summer working in the European Parliament. He can be reached at mtsteiner.politics@gmail.com."
"1635904328-2120","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matt-ridley/","https://quillette.com/author/matt-ridley/","Matt Ridley","","","Matt Ridley is a British journalist and businessman."
"1635887403-1042","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/andrew-doyle/","https://quillette.com/author/andrew-doyle/","Andrew Doyle","","1 Post","null"
"1635891191-1433","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/nathan-eatwell/","https://quillette.com/author/nathan-eatwell/","Nathan Eatwell","","1 Post","null"
"1635888531-1112","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/cathy-young/","https://quillette.com/author/cathy-young/","Cathy Young","","19 Posts","null"
"1635890728-1377","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/brian-kalt/","https://quillette.com/author/brian-kalt/","Brian Kalt","","1 Post","Professor Brian C. Kalt teaches at Michigan State University College of Law."
"1635889547-1232","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jeffrey-ketland/","https://quillette.com/author/jeffrey-ketland/","Jeffrey Ketland","","1 Post","Jeffrey Ketland is a logician at Oxford."
"1635889522-1228","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jason-newman/","https://quillette.com/author/jason-newman/","Jason Newman","","1 Post","Jason Newman is a student journalist in Ireland who studies Politics and English."
"1635892621-1591","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/samantha-harris/","https://quillette.com/author/samantha-harris/","Samantha Harris","","1 Post","null"
"1635891068-1418","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/david-adler/","https://quillette.com/author/david-adler/","David Adler","","3 Posts","David Adler is a writer who lives in rural Connecticut."
"1635887206-1013","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/adam-ellwanger/","https://quillette.com/author/adam-ellwanger/","Adam Ellwanger","","1 Post","null"
"1635893998-1717","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/victor-greto/","https://quillette.com/author/victor-greto/","Victor Greto","","1 Post","null"
"1635887153-1006","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/charlotte-allen/","https://quillette.com/author/charlotte-allen/","Charlotte Allen","","8 Posts","null"
"1635891377-1456","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/neven-sesardic/","https://quillette.com/author/neven-sesardic/","Neven Sesardic","","1 Post","Neven Sesardić has taught philosophy at universities in Croatia, the United States, Japan, England and Hong Kong. His books include ""When Reason Goes on Holiday: Philosophers in Politics"" (Encounter"
"1635894570-1783","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/erec-smith/","https://quillette.com/author/erec-smith/","Erec Smith","","","Erec Smith is an associate professor of rhetoric at York College of Pennsylvania and a writing fellow for Heterodox Academy."
"1635889654-1246","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/geoff/","https://quillette.com/author/geoff/","Geoff Parkes","","1 Post","Geoff Parkes is a Melbourne-based writer, author of ‘A World in Conflict; The Global Battle for Rugby Supremacy’, and business owner."
"1635889739-1258","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ben-bayer/","https://quillette.com/author/ben-bayer/","Ben Bayer","","","Ben Bayer is a fellow at the Ayn Rand Institute, a contributor to New Ideal, and a former professor with a Ph.D. in philosophy."
"1635898118-1929","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/yvon-grenier/","https://quillette.com/author/yvon-grenier/","Yvon Grenier","","","Yvon Grenier is a Professor of Political Science at St. Francis Xavier University and Resident Fellow at the Mulroney Institute of Government."
"1635906420-2124","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jamie-palmer/","https://quillette.com/author/jamie-palmer/","Jamie Palmer","","","Jamie Palmer is senior editor at Quillette."
"1635888626-1127","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/christian-whiton/","https://quillette.com/author/christian-whiton/","Christian Whiton","","1 Post","null"
"1635888141-1062","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/anna-porter/","https://quillette.com/author/anna-porter/","Anna Porter","","1 Post","null"
"1635898090-1926","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lama-abu-odeh/","https://quillette.com/author/lama-abu-odeh/","Lama Abu-Odeh","","2 Posts","Lama Abu-Odeh is a law professor at Georgetown."
"1635891106-1423","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/mike-gonzalez/","https://quillette.com/author/mike-gonzalez/","Mike Gonzalez","","1 Post","null"
"1635891756-1500","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/peter-hughes/","https://quillette.com/author/peter-hughes/","Peter Hughes","","1 Post","null"
"1635892398-1570","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ross-stitt/","https://quillette.com/author/ross-stitt/","Ross Stitt","","3 Posts","null"
"1635900600-2051","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lenny-pier-ramos/","https://quillette.com/author/lenny-pier-ramos/","Lenny Pier Ramos","","","Lenny Pier Ramos is a Montreal-based writer."
"1635891582-1479","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/oliver-conolly/","https://quillette.com/author/oliver-conolly/","Oliver Conolly","","3 Posts","null"
"1635888423-1100","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/candice-malcolm/","https://quillette.com/author/candice-malcolm/","Candice Malcolm","","1 Post","null"
"1635888204-1072","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/arend-hintze/","https://quillette.com/author/arend-hintze/","Arend Hintze","","1 Post","Arend Hintze is an Assistant Professor of Integrative Biology &amp; Computer Science and Engineering at Michigan State University."
"1635892222-1551","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/robert-james/","https://quillette.com/author/robert-james/","Robert James","","1 Post","null"
"1635895642-1842","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/grant-addison/","https://quillette.com/author/grant-addison/","Grant Addison","","","Grant Addison is the program manager for education policy studies at the American Enterprise Institute (AEI) and a former chairman of the University of Arkansas chapter of the College Republicans."
"1635901071-2081","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lynette-craig/","https://quillette.com/author/lynette-craig/","Lynette Craig","","","Lynette Craig is the President of Americans For-Self Rule, a Political Action Committee defending the District of Columbia from congressional overreach."
"1635892242-1554","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/robert-macbain/","https://quillette.com/author/robert-macbain/","Robert MacBain","","1 Post","null"
"1635893376-1654","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/steven-volynets/","https://quillette.com/author/steven-volynets/","Steven Volynets","","3 Posts","null"
"1635890851-1391","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/bruno-chaouat/","https://quillette.com/author/bruno-chaouat/","Bruno Chaouat","","1 Post","Bruno Chaouat is Professor of French and Jewish Studies at the University of Minnesota."
"1635892937-1622","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/seth-greenland/","https://quillette.com/author/seth-greenland/","Seth Greenland","","2 Posts","null"
"1635889164-1177","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/david-miller/","https://quillette.com/author/david-miller/","David Miller","","1 Post","David Miller is a Doctoral Student in Psychology at Northwestern University."
"1635894252-1747","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/diana-lambert/","https://quillette.com/author/diana-lambert/","Diana Lambert","","1 Post","Diana Lambert is a single mother, writer, and secondary school teacher. She earned her MFA at Warren Wilson College, and her award-winning work has appeared in several literary magazines."
"1635893408-1657","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/stuart-reges/","https://quillette.com/author/stuart-reges/","Stuart Reges","","5 Posts","null"
"1635890010-1296","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/mark-maslin/","https://quillette.com/author/mark-maslin/","Mark Maslin","","1 Post","Mark Maslin is a Professor of Palaeoclimatology at University College London."
"1635900552-2044","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lachlann-tierny/","https://quillette.com/author/lachlann-tierny/","Lachlann Tierney","","1 Post","Lachlann Tierney is a former researcher at the Institute of Public Affairs and a member of the Institute of Electrical and Electronics Engineers Ethically Aligned Design (EAD) working group."
"1635893910-1706","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/travis-kirkwood/","https://quillette.com/author/travis-kirkwood/","Travis Kirkwood","","1 Post","null"
"1635889757-1261","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ben-hunt/","https://quillette.com/author/ben-hunt/","Ben Hunt","","","Ben Hunt is the co-founder and Chief Investment Officer at Second Foundation Partners, and the author of the Epsilon Theory newsletter. Email: ben.hunt@epsilontheory.com."
"1635889786-1264","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ben-wilterdink/","https://quillette.com/author/ben-wilterdink/","Ben Wilterdink","","","Ben Wilterdink is the Director of Outreach and Policy Research at the Archbridge Institute, a Washington, DC based nonprofit focused on economic mobility. His twitter handle is @bgwilterdink"
"1635896981-1878","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ilana-redstone-akresh-and-john-villasenor/","https://quillette.com/author/ilana-redstone-akresh-and-john-villasenor/","Ilana Redstone and John Villasenor","","2 Posts","Ilana Redstone Akresh is an associate professor of sociology at the University of Illinois
John Villasenor is a professor of engineering, public policy, and management at the University of California"
"1635887359-1035","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/amitha-kalaichandran/","https://quillette.com/author/amitha-kalaichandran/","Amitha Kalaichandran","","1 Post","null"
"1635889617-1241","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/john-lloyd/","https://quillette.com/author/john-lloyd/","John Lloyd","","20 Posts","John Lloyd is a contributing editor at the Financial Times and co-founder of the Reuters Institute for the Study of Journalism."
"1635888411-1098","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/cameron-hendy/","https://quillette.com/author/cameron-hendy/","Cameron Hendy","","2 Posts","null"
"1635897129-1898","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jaime-anne-earnest/","https://quillette.com/author/jaime-anne-earnest/","Jaime Anne Earnest","","1 Post","Jaime Anne Earnest, MPH, PhD currently lectures at the Drexel University Dornsife School of Public Health in Philadelphia."
"1635889197-1182","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/david-peterson/","https://quillette.com/author/david-peterson/","David Peterson","","1 Post","David J. Peterson is a teacher living in Chicago. He has contributed articles to the New Oxford Review, Social Justice Review, Mercatornet.org and other publications. He is also the author of Revokin"
"1635894562-1782","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/eoin-lenihan/","https://quillette.com/author/eoin-lenihan/","Eoin Lenihan","","","Eoin Lenihan is a Stuttgart-based analyst whose work is focused on online extremism. Follow him on Twitter at @EoinLenihan."
"1635890445-1345","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/michael-s-merry/","https://quillette.com/author/michael-s-merry/","Michael S. Merry","","1 Post","null"
"1635889391-1209","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/harry-lehmann/","https://quillette.com/author/harry-lehmann/","Harry Lehmann","","","Harry Lehmann is sub-editor at Quillette and co-founder of Vendorable."
"1635890627-1364","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/bradley-campbell-and-clay-routledge/","https://quillette.com/author/bradley-campbell-and-clay-routledge/","Bradley Campbell and Clay Routledge","","1 Post","Bradley Campbell is an associate professor of sociology at California State University, Los Angeles. 

Clay Routledge is a Quillette columnist and professor at North Dakota State University."
"1635891836-1509","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/philippe-lemoine/","https://quillette.com/author/philippe-lemoine/","Philippe Lemoine","","5 Posts","null"
"1635888538-1113","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/chang-che/","https://quillette.com/author/chang-che/","Chang Che","","4 Posts","null"
"1635898679-1961","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/joel-kotkin-and-wendell-cox/","https://quillette.com/author/joel-kotkin-and-wendell-cox/","Joel Kotkin and Wendell Cox","","1 Post","Joel Kotkin is the presidential fellow in Urban Futures at Chapman University.

Wendell Cox is principal of Demographia, a St. Louis MO-IL consulting firm."
"1635894735-1801","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/yoram-hazony/","https://quillette.com/author/yoram-hazony/","Yoram Hazony","","1 Post","null"
"1635892117-1540","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/rick-repetti/","https://quillette.com/author/rick-repetti/","Rick Repetti","","1 Post","null"
"1635892476-1579","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ryan-glaubke/","https://quillette.com/author/ryan-glaubke/","Ryan Glaubke","","2 Posts","null"
"1635891632-1485","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/patrick-t-brown/","https://quillette.com/author/patrick-t-brown/","Patrick T. Brown","","1 Post","null"
